,video_card_name,pasmark_gd3_mark,rank,videocard_value,price_usd
1830,Radeon HD 8550G + R5 M230 Dual,487,1861,NA,NA
1831,Radeon HD 8550G N HD 8550G + HD 8600M N HD 8600M D,611,1699,NA,NA
1832,Radeon HD 8570,942,1394,9.55,$98.68*
1833,Radeon HD 8570 + 8670D Dual,620,1683,NA,NA
1834,Radeon HD 8570 + HD 7660D Dual,949,1384,NA,NA
1835,Radeon HD 8570D,409,1943,NA,NA
1836,Radeon HD 8570D + 6570 Dual,1239,1235,NA,NA
1837,Radeon HD 8570D + 6670 Dual,1039,1333,NA,NA
1838,Radeon HD 8570D + HD8490 Dual,374,1975,NA,NA
1839,Radeon HD 8570D + HD 6570 Dual,868,1438,NA,NA
1840,Radeon HD 8570D + HD 6670 Dual,1260,1230,NA,NA
1841,Radeon HD 8570D + HD 7000 Dual,753,1547,NA,NA
1842,Radeon HD 8570D + HD 7700 Dual,1834,1022,NA,NA
1843,Radeon HD 8570D + HD 8470 Dual,338,2006,NA,NA
1844,Radeon HD 8570D + HD 8570 Dual,1032,1335,NA,NA
1845,Radeon HD 8570D + R5 235 Dual,470,1886,NA,NA
1846,Radeon HD 8570D + R7 200 Dual,999,1355,NA,NA
1847,Radeon HD 8570D + R7 240 Dual,963,1377,NA,NA
1848,Radeon HD 8570M,449,1907,NA,NA
1849,Radeon HD 8600/8700M,1029,1336,NA,NA
1850,Radeon HD 8610G,400,1953,NA,NA
1851,Radeon HD 8610G + 8500M Dual,610,1702,NA,NA
1852,Radeon HD 8610G + 8600M Dual,588,1722,NA,NA
1853,Radeon HD 8610G + 8670M Dual,599,1709,NA,NA
1854,Radeon HD 8610G + HD 8500M Dual,645,1653,NA,NA
1855,Radeon HD 8610G + HD 8600M Dual,480,1868,NA,NA
1856,Radeon HD 8610G + HD 8670M Dual,577,1741,NA,NA
1857,Radeon HD 8610G + R5 M200 Dual,676,1623,NA,NA
1858,Radeon HD 8650D,396,1955,NA,NA
1859,Radeon HD 8650G,499,1847,NA,NA
1860,Radeon HD 8650G + 7600M Dual,741,1560,NA,NA
1861,Radeon HD 8650G + 7670M Dual,883,1430,NA,NA
1862,Radeon HD 8650G + 7700M Dual,1126,1285,NA,NA
1863,Radeon HD 8650G + 8500M Dual,626,1680,NA,NA
1864,Radeon HD 8650G + 8570M Dual,654,1641,NA,NA
1865,Radeon HD 8650G + 8600/8700M Dual,831,1466,NA,NA
1866,Radeon HD 8650G + 8600M Dual,613,1697,NA,NA
1867,Radeon HD 8650G + 8670M Dual,635,1664,NA,NA
1868,Radeon HD 8650G + 8750M Dual,786,1507,NA,NA
1869,Radeon HD 8650G + HD 7600M Dual,819,1478,NA,NA
1870,Radeon HD 8650G + HD 7670M Dual,634,1665,NA,NA
1871,Radeon HD 8650G + HD 8570M Dual,716,1588,NA,NA
1872,Radeon HD 8650G + HD 8600/8700M Dual,763,1532,NA,NA
1873,Radeon HD 8650G + HD 8600M Dual,606,1705,NA,NA
1874,Radeon HD 8650G + HD 8600M N HD 8600M Dual,757,1542,NA,NA
1875,Radeon HD 8650G + HD 8670M Dual,585,1731,NA,NA
1876,Radeon HD 8650G + HD 8750M Dual,651,1642,NA,NA
1877,Radeon HD 8650G + HD 8790M Dual,799,1496,NA,NA
1878,Radeon HD 8650G + R5 M200 Dual,722,1577,NA,NA
1879,Radeon HD 8650G + R5 M230 Dual,686,1610,NA,NA
1880,Radeon HD 8650G N HD 8650G + HD 8570M Dual,773,1522,NA,NA
1881,Radeon HD 8650G N HD 8650G + HD 8600/8700M Dual,796,1499,NA,NA
1882,Radeon HD 8650G N HD 8650G + HD 8600M N HD 8600M D,679,1615,NA,NA
1883,Radeon HD 8670D,515,1829,NA,NA
1884,Radeon HD 8670D + 6670 Dual,1361,1198,NA,NA
1885,Radeon HD 8670D + 7000 Dual,811,1485,NA,NA
1886,Radeon HD 8670D + 7700 Dual,1788,1042,NA,NA
1887,Radeon HD 8670D + 8570 Dual,974,1370,NA,NA
1888,Radeon HD 8670D + HD 6670 Dual,1221,1246,NA,NA
1889,Radeon HD 8670D + HD 7000 Dual,718,1584,NA,NA
1890,Radeon HD 8670D + HD 7600 Dual,1317,1209,NA,NA
1891,Radeon HD 8670D + HD 7700 Dual,1892,999,NA,NA
1892,Radeon HD 8670D + R5 235 Dual,836,1460,NA,NA
1893,Radeon HD 8670D + R5 330 Dual,746,1554,NA,NA
1894,Radeon HD 8670D + R7 200 Dual,949,1382,NA,NA
1895,Radeon HD 8670D + R7 240 Dual,1020,1339,NA,NA
1896,Radeon HD 8670D N HD 8670D + HD 8670D Dual,488,1857,NA,NA
1897,Radeon HD 8670M,520,1819,NA,NA
1898,Radeon HD 8690A,516,1827,NA,NA
1899,Radeon HD 8690M,984,1363,NA,NA
1900,Radeon HD 8730M,824,1471,NA,NA
1901,Radeon HD 8750M,1056,1320,NA,NA
1902,Radeon HD 8790M,1305,1215,NA,NA
1903,Radeon HD 8790M / R9 M290X,1210,1250,NA,NA
1904,Radeon HD 8850M,973,1371,NA,NA
1905,Radeon HD 8850M / R9 M265X,1139,1280,NA,NA
1906,Radeon HD 8870M,1638,1093,NA,NA
1907,Radeon HD 8870M / R9 M270X / M370X,1799,1035,NA,NA
1908,Radeon HD 8950,2834,762,NA,NA
1909,Radeon HD 8970M,3876,626,27.69,$139.99*
1910,Radeon HD 8990,5214,508,NA,NA
1911,Radeon HD HD7850M,1727,1059,NA,NA
1912,Radeon HDG 4670,170,2191,NA,NA
1913,RADEON IGP 34xM,1,2811,NA,NA
1914,RADEON IGP 320,3,2754,NA,NA
1915,Radeon IGP 320M,3,2761,NA,NA
1916,Radeon IGP 340M,2,2797,NA,NA
1917,RADEON IGP 345M,2,2786,NA,NA
1918,RADEON IGP 350M,6,2693,NA,NA
1919,Radeon Infoshock 3000,106,2341,NA,NA
1920,Radeon Instinct MI25 MxGPU,4403,588,NA,NA
1921,Radeon M535DX,749,1551,NA,NA
1922,Radeon Pro,2365,847,5.52,$429.00
1923,Radeon Pro 450,2722,783,NA,NA
1924,Radeon Pro 455,3112,731,6.93,$449.00*
1925,Radeon Pro 460,3452,679,NA,NA
1926,Radeon Pro 465,4537,567,NA,NA
1927,Radeon Pro 555,3140,726,2.99,"$1,049.00*"
1928,Radeon Pro 560,3475,675,NA,NA
1929,Radeon Pro 560X,3677,655,NA,NA
1930,Radeon Pro 570,6336,426,NA,NA
1931,Radeon Pro 580,7753,366,NA,NA
1932,Radeon Pro 580X,7540,380,NA,NA
1933,Radeon Pro 5300,7088,390,NA,NA
1934,Radeon Pro 5300M,5817,458,NA,NA
1935,Radeon Pro 5500 XT,7910,362,NA,NA
1936,Radeon Pro 5500M,6732,402,NA,NA
1937,Radeon Pro 5600M,9324,319,NA,NA
1938,Radeon Pro 5700,11456,264,NA,NA
1939,Radeon Pro 5700 XT,12457,234,NA,NA
1940,Radeon Pro Duo,8298,347,2.09,"$3,970.36*"
1941,Radeon PRO Ryzen 5 PRO 6650U,3998,614,NA,NA
1942,Radeon PRO Ryzen 7 PRO 6850U,5599,472,NA,NA
1943,Radeon Pro SSG,10971,276,4.55,"$2,410.15*"
1944,Radeon Pro V340 MxGPU,2853,759,NA,NA
1945,Radeon Pro V520 MxGPU,12257,240,NA,NA
1946,Radeon Pro V620 MxGPU,15632,153,NA,NA
1947,Radeon Pro Vega 16,4809,548,NA,NA
1948,Radeon Pro Vega 20,5168,511,NA,NA
1949,Radeon Pro Vega 48,11269,269,NA,NA
1950,Radeon Pro Vega 56,12061,245,NA,NA
1951,Radeon Pro Vega 64,12881,219,NA,NA
1952,Radeon Pro Vega 64X,13369,209,NA,NA
1953,Radeon Pro Vega II,15596,155,NA,NA
1954,Radeon Pro Vega II Duo,14018,186,NA,NA
1955,Radeon Pro VII,13460,205,NA,NA
1956,Radeon Pro W5500,8933,330,21.79,$409.99*
1957,Radeon Pro W5500M,3469,677,NA,NA
1958,Radeon Pro W5500X,7350,386,NA,NA
1959,Radeon Pro W5700,14144,183,21.76,$649.99*
1960,Radeon Pro W5700X,15197,162,NA,NA
1961,Radeon PRO W6300,5559,476,NA,NA
1962,Radeon PRO W6400,8418,343,NA,NA
1963,Radeon PRO W6600,14968,169,NA,NA
1964,Radeon PRO W6600M,11407,267,NA,NA
1965,Radeon PRO W6600X,13113,216,NA,NA
1966,Radeon PRO W6800,20239,87,10.94,"$1,849.99*"
1967,Radeon Pro W6800X,16619,135,NA,NA
1968,Radeon Pro W6800X Duo,14742,176,NA,NA
1969,Radeon PRO W7500,13299,213,NA,NA
1970,Radeon PRO W7600,15848,150,NA,NA
1971,Radeon PRO W7700,23061,59,NA,NA
1972,Radeon PRO W7800,27503,31,NA,NA
1973,Radeon PRO W7900,27956,30,NA,NA
1974,Radeon Pro WX 2100,1880,1002,NA,NA
1975,Radeon Pro WX 3100,2599,801,NA,NA
1976,Radeon Pro WX 3200,2222,895,11.67,$190.37*
1977,Radeon Pro WX 4100,3684,653,7.37,$499.99*
1978,Radeon Pro WX 4130,1909,994,NA,NA
1979,Radeon Pro WX 4150,2555,810,4.19,$610.04*
1980,Radeon Pro WX 4170,2869,758,NA,NA
1981,Radeon Pro WX 5100,5464,489,15.18,$359.99*
1982,Radeon Pro WX 7100,7711,370,7.36,"$1,047.99*"
1983,Radeon Pro WX 7130,6583,413,NA,NA
1984,Radeon Pro WX 8200,12614,230,7.89,"$1,599.39*"
1985,Radeon Pro WX 9100,11897,249,NA,NA
1986,Radeon Pro WX Vega M GL,4555,566,NA,NA
1987,Radeon R1E,301,2045,NA,NA
1988,Radeon R2,254,2095,NA,NA
1989,Radeon R2E,211,2140,NA,NA
1990,Radeon R3,314,2038,NA,NA
1991,Radeon R3E,224,2119,NA,NA
1992,Radeon R4,347,1997,0.88,$396.99*
1993,Radeon R4E,487,1863,NA,NA
1994,Radeon R5 220,147,2226,1.73,$85.26*
1995,Radeon R5 230,221,2123,2.74,$81.10*
1996,Radeon R5 235,336,2009,5.59,$60.13*
1997,Radeon R5 235 + HD 7560D Dual,743,1557,NA,NA
1998,Radeon R5 235 + HD 8570D Dual,737,1565,NA,NA
1999,Radeon R5 235X,277,2066,NA,NA
2000,Radeon R5 240,558,1767,6.58,$85.00*
2001,Radeon R5 310,331,2015,0.66,$499.00*
2002,Radeon R5 330,522,1818,1.54,$339.99*
2003,Radeon R5 340,856,1445,NA,NA
2004,Radeon R5 420,574,1749,14.39,$39.95*
2005,Radeon R5 430,884,1429,15.00,$59.00*
2006,Radeon R5 435,761,1535,NA,NA
2007,Radeon R5 A6-7480,679,1617,NA,NA
2008,Radeon R5 A6-8500P,586,1729,NA,NA
2009,"Radeon R5 A6-9400 RADEON R5, 6 COMPUTE CORES 2C+4G",605,1707,NA,NA
2010,Radeon R5 A6-9500 2C+6G,853,1448,NA,NA
2011,"Radeon R5 A6-9500 RADEON R5, 8 COMPUTE CORES 2C+6G",902,1413,NA,NA
2012,Radeon R5 A6-9500E 2C+4G,1014,1341,NA,NA
2013,"Radeon R5 A6-9500E RADEON R5, 6 COMPUTE CORES 2C+4",720,1579,NA,NA
2014,Radeon R5 A10-9600P 4C+6G,619,1686,NA,NA
2015,"Radeon R5 A10-9600P RADEON R5, 10 COMPUTE CORES 4C",696,1601,NA,NA
2016,Radeon R5 A10-9620P 4C+6G,731,1567,NA,NA
2017,"Radeon R5 A10-9620P RADEON R5, 10 COMPUTE CORES 4C",650,1644,NA,NA
2018,Radeon R5 A10-9630P 4C+6G,977,1368,NA,NA
2019,"Radeon R5 A10-9630P RADEON R5, 10 COMPUTE CORES 4C",789,1504,NA,NA
2020,Radeon R5 A240,576,1746,NA,NA
2021,Radeon R5 M230,427,1929,NA,NA
2022,Radeon R5 M240,488,1859,NA,NA
2023,Radeon R5 M255,543,1793,NA,NA
2024,Radeon R5 M315,495,1855,NA,NA
2025,Radeon R5 M320,475,1879,NA,NA
2026,Radeon R5 M330,595,1715,NA,NA
2027,Radeon R5 M335,548,1784,NA,NA
2028,Radeon R5 M420,501,1846,NA,NA
2029,Radeon R5 M430,648,1647,NA,NA
2030,Radeon R5 M435,862,1441,NA,NA
2031,Radeon R5 Opteron X3216,415,1940,NA,NA
2032,Radeon R5 PRO A6-8500B 2C+4G,508,1837,NA,NA
2033,"Radeon R5 PRO A6-8500B R5, 6 Compute Cores 2C+4G",510,1833,NA,NA
2034,Radeon R5 PRO A6-8530B 2C+4G,689,1606,NA,NA
2035,"Radeon R5 PRO A6-8530B R5, 6 COMPUTE CORES 2C+4G",465,1891,NA,NA
2036,Radeon R5 PRO A6-8570 2C+6G,847,1453,NA,NA
2037,"Radeon R5 PRO A6-8570 R5, 8 COMPUTE CORES 2C+6G",956,1378,NA,NA
2038,Radeon R5 PRO A6-8570E 2C+4G,637,1660,NA,NA
2039,"Radeon R5 PRO A6-8570E R5, 6 COMPUTE CORES 2C+4G",632,1667,NA,NA
2040,Radeon R5 PRO A6-9500 2C+6G,1096,1297,NA,NA
2041,"Radeon R5 PRO A6-9500 R5, 8 COMPUTE CORES 2C+6G",760,1537,NA,NA
2042,Radeon R5 PRO A6-9500B 2C+4G,693,1603,NA,NA
2043,"Radeon R5 PRO A6-9500B R5, 6 COMPUTE CORES 2C+4G",412,1942,NA,NA
2044,Radeon R5 PRO A6-9500E 2C+4G,770,1526,NA,NA
2045,Radeon R5 PRO A8-9600B 4C+6G,658,1635,NA,NA
2046,"Radeon R5 PRO A8-9600B R5, 10 COMPUTE CORES 4C+6G",569,1754,NA,NA
2047,Radeon R5 PRO A10-8730B 4C+6G,695,1602,NA,NA
2048,"Radeon R5 PRO A10-8730B R5, 10 COMPUTE CORES 4C+6G",615,1694,NA,NA
2049,Radeon R5E,315,2035,NA,NA
2050,Radeon R6,607,1703,NA,NA
2051,Radeon R6 + R7 M265DX Dual,570,1753,NA,NA
2052,Radeon R6 A8-8600P,474,1880,NA,NA
2053,Radeon R6 A10-8700P,544,1791,NA,NA
2054,Radeon R6 A10-9600P 4C+6G,970,1373,NA,NA
2055,Radeon R6 M255DX,605,1706,NA,NA
2056,Radeon R6 Opteron X3418,955,1379,NA,NA
2057,Radeon R6 PRO A8-8600B 4C+6G,531,1806,NA,NA
2058,"Radeon R6 PRO A8-8600B R6, 10 Compute Cores 4C+6G",584,1733,NA,NA
2059,Radeon R6 PRO A10-8700B 4C+6G,538,1799,NA,NA
2060,"Radeon R6 PRO A10-8700B R6, 10 Compute Cores 4C+6G",552,1779,NA,NA
2061,Radeon R7 240,906,1411,10.73,$84.56*
2062,Radeon R7 240 + HD 8570D Dual,917,1405,NA,NA
2063,Radeon R7 240 + HD 8670D Dual,930,1400,NA,NA
2064,Radeon R7 250,1054,1322,10.55,$99.99*
2065,Radeon R7 250X,2268,879,11.70,$194.00*
2066,Radeon R7 260,2891,756,32.13,$89.99*
2067,Radeon R7 260X,3201,715,22.87,$139.99*
2068,Radeon R7 340,952,1381,NA,NA
2069,Radeon R7 360,3123,728,21.40,$145.99*
2070,Radeon R7 370,4482,574,NA,NA
2071,Radeon R7 430,1086,1303,7.22,$150.58*
2072,Radeon R7 450,1881,1001,6.29,$299.00*
2073,Radeon R7 7850A10-7850K,551,1781,NA,NA
2074,Radeon R7 +8G,1190,1259,NA,NA
2075,Radeon R7 + HD 7700 Dual,1962,977,NA,NA
2076,Radeon R7 + R5 330 Dual,1028,1337,NA,NA
2077,Radeon R7 + R5 340 Dual,1234,1238,NA,NA
2078,Radeon R7 + R5 435 Dual A10-9700 RADEON,885,1428,NA,NA
2079,Radeon R7 + R5 Dual,897,1420,NA,NA
2080,Radeon R7 + R7 200 Dual,1077,1309,NA,NA
2081,Radeon R7 + R7 240 Dual,1045,1330,NA,NA
2082,Radeon R7 + R7 250 Dual,1232,1240,NA,NA
2083,Radeon R7 + R7 350 Dual,1982,967,NA,NA
2084,Radeon R7 A8 PRO-7600B,643,1655,NA,NA
2085,Radeon R7 A8-7500,811,1488,NA,NA
2086,Radeon R7 A8-7500 4C+6G,853,1449,NA,NA
2087,Radeon R7 A8-7600,774,1518,NA,NA
2088,Radeon R7 A8-7650K,757,1540,NA,NA
2089,Radeon R7 A8-7670K,846,1454,NA,NA
2090,Radeon R7 A8-7680,781,1509,NA,NA
2091,Radeon R7 A8-8650,718,1583,NA,NA
2092,Radeon R7 A8-9600 RADEON,859,1444,NA,NA
2093,Radeon R7 A10 Extreme Edition,806,1492,NA,NA
2094,Radeon R7 A10 PRO-7800B,714,1589,NA,NA
2095,Radeon R7 A10 PRO-7850B,822,1475,NA,NA
2096,Radeon R7 A10-7700K,773,1520,NA,NA
2097,Radeon R7 A10-7800,740,1561,NA,NA
2098,Radeon R7 A10-7850K,926,1401,NA,NA
2099,Radeon R7 A10-7860K,875,1434,NA,NA
2100,Radeon R7 A10-7870K,1054,1321,NA,NA
2101,Radeon R7 A10-7890K,998,1358,NA,NA
2102,Radeon R7 A10-8750,856,1446,NA,NA
2103,Radeon R7 A10-8850,773,1524,NA,NA
2104,Radeon R7 A10-9700 RADEON,907,1410,NA,NA
2105,Radeon R7 A10-9700E RADEON,887,1425,NA,NA
2106,Radeon R7 A12-9700P RADEON,680,1614,1.56,$435.92*
2107,Radeon R7 A12-9720P RADEON,733,1566,2.01,$365.48*
2108,Radeon R7 A12-9730P RADEON,976,1369,NA,NA
2109,Radeon R7 A12-9800 RADEON,1052,1325,NA,NA
2110,Radeon R7 A12-9800E RADEON,942,1393,6.77,$139.19*
2111,Radeon R7 A265,993,1360,NA,NA
2112,Radeon R7 A360,615,1693,NA,NA
2113,Radeon R7 A365,781,1511,NA,NA
2114,Radeon R7 A370,1281,1222,NA,NA
2115,Radeon R7 FX-8800P,819,1479,NA,NA
2116,Radeon R7 FX-9800P RADEON,752,1548,1.42,$530.00*
2117,Radeon R7 FX-9830P RADEON,1347,1203,NA,NA
2118,Radeon R7 G,869,1437,NA,NA
2119,Radeon R7 M260,528,1810,0.66,$799.00*
2120,Radeon R7 M260DX,816,1481,NA,NA
2121,Radeon R7 M260X,1013,1342,NA,NA
2122,Radeon R7 M265,558,1768,NA,NA
2123,Radeon R7 M265DX,498,1849,NA,NA
2124,Radeon R7 M270,779,1512,NA,NA
2125,Radeon R7 M340,646,1652,NA,NA
2126,Radeon R7 M350,1075,1310,NA,NA
2127,Radeon R7 M360,588,1721,NA,NA
2128,Radeon R7 M365X,841,1455,NA,NA
2129,Radeon R7 M370,1417,1186,NA,NA
2130,Radeon R7 M380,1668,1080,NA,NA
2131,Radeon R7 M440,901,1414,NA,NA
2132,Radeon R7 M445,947,1385,1.27,$744.00*
2133,Radeon R7 M460,1069,1313,NA,NA
2134,Radeon R7 M465,1069,1314,NA,NA
2135,Radeon R7 M465X,1786,1043,NA,NA
2136,Radeon R7 Opteron X3421,1103,1293,NA,NA
2137,Radeon R7 PRO A6-9500 2C+6G,781,1510,NA,NA
2138,Radeon R7 PRO A8-8650B,726,1573,NA,NA
2139,Radeon R7 PRO A8-8670E,978,1367,NA,NA
2140,Radeon R7 PRO A8-9600,837,1458,NA,NA
2141,Radeon R7 PRO A10-8750B,784,1508,NA,NA
2142,Radeon R7 PRO A10-8770,887,1424,NA,NA
2143,Radeon R7 PRO A10-8770E,793,1502,NA,NA
2144,Radeon R7 PRO A10-8850B,945,1391,NA,NA
2145,Radeon R7 PRO A10-9700,811,1487,NA,NA
2146,Radeon R7 PRO A10-9700B,628,1676,NA,NA
2147,Radeon R7 PRO A10-9700E,920,1403,1.74,$529.00*
2148,Radeon R7 PRO A12-8800B,610,1701,NA,NA
2149,Radeon R7 PRO A12-8830B,579,1737,NA,NA
2150,Radeon R7 PRO A12-8870,981,1365,NA,NA
2151,Radeon R7 PRO A12-8870E,875,1435,NA,NA
2152,Radeon R7 PRO A12-9800,939,1396,NA,NA
2153,Radeon R7 PRO A12-9800B,682,1613,NA,NA
2154,Radeon R7 PRO A12-9800E,967,1374,NA,NA
2155,Radeon R7E,564,1761,NA,NA
2156,Radeon R8 M365DX,647,1649,NA,NA
2157,Radeon R8 M445DX,796,1497,NA,NA
2158,Radeon R8 M535DX,670,1626,NA,NA
2159,Radeon R9 255,1364,1196,3.97,$344.16*
2160,Radeon R9 260,3047,740,NA,NA
2161,Radeon R9 270,4306,596,NA,NA
2162,Radeon R9 270 / R7 370,4259,599,19.98,$213.16*
2163,Radeon R9 270X,4875,543,14.93,$326.50*
2164,Radeon R9 280,5530,482,NA,NA
2165,Radeon R9 280X,6086,443,NA,NA
2166,Radeon R9 285 / 380,5549,477,11.44,$485.00*
2167,Radeon R9 290,8173,351,NA,NA
2168,Radeon R9 290 / 390,8150,354,21.45,$380.00*
2169,Radeon R9 290X,8431,341,NA,NA
2170,Radeon R9 290X / 390X,8380,344,26.19,$319.99*
2171,Radeon R9 295X2,8777,336,17.59,$499.10*
2172,Radeon R9 350,1997,959,6.68,$299.00*
2173,Radeon R9 360,3031,742,22.64,$133.89*
2174,Radeon R9 370,4722,559,29.51,$159.99*
2175,Radeon R9 380,5985,449,66.51,$89.99*
2176,Radeon R9 380X,6132,441,17.52,$349.99*
2177,Radeon R9 390,8823,334,NA,NA
2178,Radeon R9 390X,9276,321,NA,NA
2179,Radeon R9 Fury,9513,307,21.47,$443.10*
2180,Radeon R9 Fury + Fury X,9741,300,21.65,$449.99*
2181,Radeon R9 Fury X,9379,316,NA,NA
2182,Radeon R9 M265X,1171,1266,NA,NA
2183,Radeon R9 M270X,1204,1256,NA,NA
2184,Radeon R9 M275,1114,1289,1.59,$699.99*
2185,Radeon R9 M275X,1609,1105,NA,NA
2186,Radeon R9 M275X / M375,1574,1128,NA,NA
2187,Radeon R9 M280X,813,1483,NA,NA
2188,Radeon R9 M290X,3217,710,NA,NA
2189,Radeon R9 M295X,5150,515,3.55,"$1,449.00*"
2190,Radeon R9 M360,1816,1027,NA,NA
2191,Radeon R9 M365X,1481,1162,NA,NA
2192,Radeon R9 M370X,1570,1130,1.77,$889.00*
2193,Radeon R9 M375,1005,1349,NA,NA
2194,Radeon R9 M375X,1757,1049,NA,NA
2195,Radeon R9 M380,2752,776,NA,NA
2196,Radeon R9 M385,2060,938,NA,NA
2197,Radeon R9 M385X,1993,964,NA,NA
2198,Radeon R9 M390X,3895,624,NA,NA
2199,Radeon R9 M395,4866,545,NA,NA
2200,Radeon R9 M395X,5104,522,NA,NA
2201,Radeon R9 M470,2330,859,NA,NA
2202,Radeon R9 M470X,3244,707,NA,NA
2203,Radeon R9 M485X,3800,638,NA,NA
2204,Radeon RX590 GME,8319,346,NA,NA
2205,Radeon RX 460,4100,605,24.58,$166.81*
2206,Radeon RX 470/570,7928,360,20.38,$388.99*
2207,Radeon RX 480,8537,339,25.11,$339.99*
2208,Radeon RX 540,2134,922,NA,NA
2209,Radeon RX 550,2680,792,15.77,$169.99*
2210,Radeon RX 550X,2367,846,NA,NA
2211,Radeon RX 560,3683,654,15.10,$243.93*
2212,Radeon RX 560X,3414,682,NA,NA
2213,Radeon RX 570X,1923,987,6.25,$307.96*
2214,Radeon RX 580,8794,335,54.97,$159.99*
2215,Radeon RX 580 2048SP,7627,378,NA,NA
2216,Radeon RX 580X,7528,381,NA,NA
2217,Radeon RX 590,9303,320,16.92,$549.99*
2218,Radeon RX 640,2208,901,NA,NA
2219,Radeon RX 670,3128,727,NA,NA
2220,Radeon RX 780,7657,376,NA,NA
2221,Radeon RX 5300,7605,379,NA,NA
2222,Radeon RX 5300M,5126,518,NA,NA
2223,Radeon RX 5500,8841,333,NA,NA
2224,Radeon RX 5500 XT,9079,328,50.08,$181.29*
2225,Radeon RX 5500M,5993,446,NA,NA
2226,Radeon RX 5600,11752,255,NA,NA
2227,Radeon RX 5600 OEM,12350,237,NA,NA
2228,Radeon RX 5600 XT,13428,206,43.31,$310.05*
2229,Radeon RX 5600M,8879,332,NA,NA
2230,Radeon RX 5700,14277,182,46.06,$309.99*
2231,Radeon RX 5700 XT,16136,144,33.04,$488.33*
2232,Radeon RX 5700 XT 50th Anniversary,16579,136,NA,NA
2233,Radeon RX 6300,5330,498,NA,NA
2234,Radeon RX 6300M,6421,422,NA,NA
2235,Radeon RX 6400,7742,368,36.44,$212.47*
2236,Radeon RX 6450M,6601,411,NA,NA
2237,Radeon RX 6500,7659,375,NA,NA
2238,Radeon RX 6500 XT,9625,304,51.36,$187.43
2239,Radeon RX 6500M,7365,385,NA,NA
2240,Radeon RX 6550M,9659,301,NA,NA
2241,Radeon RX 6600,15081,166,57.48,$262.39*
2242,Radeon RX 6600 LE,13762,193,NA,NA
2243,Radeon RX 6600 XT,16443,139,36.54,$449.99*
2244,Radeon RX 6600M,13934,189,38.65,$360.51*
2245,Radeon RX 6600S,13016,217,NA,NA
2246,Radeon RX 6650 XT,17130,125,51.91,$329.99*
2247,Radeon RX 6650M,15178,163,NA,NA
2248,Radeon RX 6650M XT,17070,127,NA,NA
2249,Radeon RX 6700,18919,103,NA,NA
2250,Radeon RX 6700 XT,19745,95,20.57,$959.99
2251,Radeon RX 6700M,13591,201,50.34,$269.99*
2252,Radeon RX 6700S,15083,165,50.28,$299.99*
2253,Radeon RX 6750 GRE 10GB,18871,105,NA,NA
2254,Radeon RX 6750 GRE 12GB,20178,88,NA,NA
2255,Radeon RX 6750 XT,20702,83,37.90,$546.29*
2256,Radeon RX 6800,22035,74,50.09,$439.94*
2257,Radeon RX 6800 XT,24995,48,39.06,$639.99*
2258,Radeon RX 6800M,13278,214,NA,NA
2259,Radeon RX 6800S,15731,152,NA,NA
2260,Radeon RX 6850M,12274,239,NA,NA
2261,Radeon RX 6850M XT,17597,118,NA,NA
2262,Radeon RX 6900 XT,26712,40,17.69,"$1,509.67*"
2263,Radeon RX 6950 XT,28084,29,28.57,$982.87*
2264,Radeon RX 7400,11908,247,NA,NA
2265,Radeon RX 7600,16555,137,60.21,$274.99
2266,Radeon RX 7600 XT,17276,122,43.96,$392.99*
2267,Radeon RX 7600M,10999,275,NA,NA
2268,Radeon RX 7600M XT,14642,178,NA,NA
2269,Radeon RX 7600S,15566,156,NA,NA
2270,Radeon RX 7650 GRE,18083,115,NA,NA
2271,Radeon RX 7700,18634,109,NA,NA
2272,Radeon RX 7700 XT,22645,68,53.17,$425.90*
2273,Radeon RX 7700S,15516,158,NA,NA
2274,Radeon RX 7800 XT,24297,52,40.50,$599.99
2275,Radeon RX 7800M,15862,149,NA,NA
2276,Radeon RX 7900 GRE,27276,33,50.51,$539.99*
2277,Radeon RX 7900 XT,28965,24,41.98,$689.98
2278,Radeon RX 7900 XTX,31326,18,34.81,$899.99
2279,Radeon RX 7900M,22416,71,NA,NA
2280,Radeon RX 9060,18514,112,NA,NA
2281,Radeon RX 9060 XT 8GB,19889,94,64.16,$309.99
2282,Radeon RX 9060 XT 16GB,20027,91,50.07,$399.99
2283,Radeon RX 9070,25427,44,40.34,$630.33
2284,Radeon RX 9070 GRE,24418,51,NA,NA
2285,Radeon RX 9070 XT,26867,38,37.32,$719.99
2286,Radeon RX Vega11,1605,1110,NA,NA
2287,Radeon RX Vega11 Ryzen 7 3750H,1606,1108,NA,NA
2288,Radeon RX Vega11 Ryzen 7 Microsoft Surface Edition,1519,1148,NA,NA
2289,Radeon RX Vega 6,1492,1159,NA,NA
2290,Radeon RX Vega 6 Ryzen 3 3200U,906,1412,NA,NA
2291,Radeon RX Vega 8,1540,1140,NA,NA
2292,Radeon RX Vega 10,1628,1095,NA,NA
2293,Radeon RX Vega 10 Ryzen 7 3700C,1166,1272,NA,NA
2294,Radeon RX Vega 10 Ryzen 7 3700U,1470,1167,NA,NA
2295,Radeon RX Vega 10 Ryzen 7 3750H,1845,1019,NA,NA
2296,Radeon RX Vega 10 Ryzen 7 PRO 3700U w/,1451,1172,NA,NA
2297,Radeon RX Vega 11,2090,933,2.09,"$1,002.00*"
